"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.030264917E0,4.182286484E0,-8.220053771E0,1.301465542E1,1.595124007E1
3.040299917E0,-9.656706471E0,-1.009624810E1,5.437662050E0,1.499181024E1
3.050333917E0,-2.719887558E1,-9.096912171E0,-6.835559989E0,2.948317358E1
3.060368917E0,-4.148129389E1,-7.651141323E0,-1.561747564E1,4.497936473E1
3.070402917E0,-4.867921168E1,-1.015915245E1,-1.585999943E1,5.219591565E1
3.080437917E0,-5.130541141E1,-1.256314278E1,-1.021089212E1,5.379907169E1
3.090471917E0,-5.003069033E1,-1.426605078E1,-5.589431795E0,5.232429577E1
3.100506917E0,-4.466533203E1,-1.409790123E1,-5.092685682E0,4.711346041E1
3.110540917E0,-3.515544856E1,-1.201347527E1,-7.070409313E0,3.781824744E1
3.120575917E0,-2.320194350E1,-8.374582817E0,-8.437614048E0,2.607023495E1
3.130610917E0,-1.157777935E1,-4.687397331E0,-7.615270994E0,1.462904716E1
3.140644917E0,-2.981667754E0,-2.047004658E0,-4.743588197E0,5.965081696E0
3.150679917E0,2.436189192E0,-5.629223413E-1,-9.339500284E-1,2.669112586E0
3.160713917E0,5.710307191E0,3.715098997E-1,1.661033168E0,5.958578606E0
3.170748917E0,7.837866892E0,9.091511828E-1,2.141620501E0,8.175894548E0
3.180782917E0,9.593032047E0,9.108536728E-1,1.380081473E0,9.734502716E0
3.190817917E0,1.087214321E1,1.022000983E0,8.275359660E-1,1.095138347E1
3.200851917E0,1.145239985E1,6.412018678E-1,6.870618725E-1,1.149089449E1
3.210886917E0,1.103856550E1,-7.929807488E-2,7.981829435E-1,1.106766969E1
3.220920917E0,1.038807445E1,-6.716405721E-1,9.296341985E-1,1.045119187E1
3.230955917E0,9.861321012E0,-1.314355845E0,5.695047712E-1,9.964814051E0
3.240989917E0,9.566224902E0,-1.560819201E0,6.695313352E-1,9.715816366E0
3.251024917E0,9.361847758E0,-1.427084316E0,1.019582502E0,9.524721075E0
3.261059917E0,9.254806874E0,-1.020111821E0,1.272062350E0,9.397351809E0
3.271093917E0,9.140960416E0,-3.182101170E-1,1.178541983E0,9.222113435E0
3.281128917E0,8.844036466E0,2.914642400E-1,1.569842917E-1,8.850230307E0
3.291162917E0,7.932201192E0,6.121984356E-1,-7.329671931E-1,7.989483311E0
3.301197917E0,6.572582635E0,6.206015423E-1,-1.066214046E0,6.687361300E0
3.311231917E0,5.227416056E0,4.405048151E-1,-7.317609125E-1,5.296734574E0
3.321266917E0,3.650091919E0,-3.088751469E-2,-8.564592183E-2,3.651227229E0
3.331300917E0,1.988080219E0,-2.113673807E-1,6.376938307E-1,2.098521515E0
3.341335208E0,1.048250377E0,-3.794703356E-1,8.270225805E-1,1.388089672E0
3.351369208E0,8.983273289E-1,-3.890814040E-1,6.513540959E-1,1.175856491E0
3.361404208E0,1.300831236E0,-2.064712694E-1,2.912439644E-2,1.317437103E0
3.371439208E0,1.755913744E0,-9.975105051E-2,-5.379397470E-1,1.839174413E0
3.381473208E0,1.917175420E0,-1.105726022E-1,-7.316486460E-1,2.055017672E0
3.391508208E0,1.563560668E0,-2.041282901E-1,-5.753432161E-1,1.678514265E0
3.401542208E0,8.905940938E-1,-4.621987161E-1,-2.097349477E-1,1.025072798E0
3.411577208E0,5.144959571E-2,-5.783884460E-1,1.029314607E-1,5.897246315E-1
3.421611208E0,-7.091330650E-1,-6.287154311E-1,1.433135015E-1,9.584839889E-1
3.431646208E0,-1.326504459E0,-6.110455839E-1,1.157865644E-2,1.460522116E0
3.441680208E0,-1.645366724E0,-4.764866799E-1,-2.187905306E-1,1.726887520E0
3.451715208E0,-1.576268714E0,-3.227807028E-1,-5.265049320E-1,1.692931743E0
3.461749208E0,-1.205034255E0,-2.224451317E-1,-7.834286642E-1,1.454424238E0
3.471784208E0,-4.668781332E-1,-1.071863882E-1,-9.066294980E-1,1.025398049E0
3.481819208E0,2.742817400E-1,-1.517648477E-2,-9.947669184E-1,1.031999041E0
3.491853208E0,6.412365125E-1,1.425624632E-1,-6.264069504E-1,9.076860627E-1
3.501888208E0,6.256593838E-1,1.781953954E-1,-2.390113717E-1,6.930582222E-1
3.511922208E0,4.977913390E-1,1.938946943E-1,7.818604410E-2,5.399114994E-1
3.521957208E0,3.742480046E-1,1.426159652E-1,2.395066309E-1,4.666522353E-1
3.531991208E0,6.935104743E-2,8.834938198E-2,1.336123860E-1,1.745492789E-1
3.542026208E0,-2.942935432E-1,5.156659484E-2,7.308434844E-3,2.988665530E-1
3.552060208E0,-5.463865251E-1,1.140806392E-2,-2.979156375E-3,5.465137273E-1
3.562095208E0,-6.120884348E-1,-1.290382919E-1,-5.024512410E-3,6.255624498E-1
3.572129208E0,-4.513128085E-1,-1.714271336E-1,-8.769069314E-3,4.828534041E-1
3.582164208E0,-2.097736855E-1,-1.388009859E-1,-2.462087095E-2,2.527387982E-1
3.592198208E0,-1.557469478E-1,-1.002042463E-1,-1.370680904E-1,2.304032641E-1
3.602233208E0,-2.068851244E-1,-3.050126955E-3,-2.033246452E-1,2.900890713E-1
3.612268208E0,-3.016760550E-1,1.212420166E-2,-3.135469991E-1,4.352782547E-1
3.622302208E0,-3.095202775E-1,1.451235071E-2,-3.178593206E-1,4.439008428E-1
3.632337208E0,-2.269456057E-1,-5.343682677E-2,-1.856789178E-1,2.980544630E-1
3.642371208E0,-2.021170489E-1,-1.054588101E-1,9.563530505E-2,2.472225185E-1
3.652406208E0,-2.458571822E-1,-2.132599051E-1,2.859241676E-1,4.332183869E-1
3.662440208E0,-2.449975318E-1,-2.463808734E-1,4.212930572E-1,5.460908033E-1
3.672475208E0,-1.814130450E-1,-2.403057260E-1,3.631711489E-1,4.717529208E-1
3.682509208E0,-1.698622360E-1,-1.283677259E-1,1.841463625E-1,2.814983750E-1
3.692544208E0,-1.395227881E-1,-8.851116713E-2,-6.775168777E-2,1.785808677E-1
3.702578208E0,-1.552807419E-1,-5.368036330E-3,-2.121586186E-1,2.629680666E-1
3.712613208E0,-1.956089517E-1,5.678680625E-2,-2.376770371E-1,3.130143405E-1
3.722648208E0,-2.827612625E-1,8.210192442E-2,-2.144209063E-1,3.642402814E-1
3.732682208E0,-2.965864192E-1,1.007223096E-1,-7.877953649E-2,3.229778678E-1
3.742717208E0,-2.168973849E-1,4.992842428E-2,9.205563962E-2,2.408558986E-1
3.752751208E0,-2.009530876E-1,2.130542658E-2,1.778500807E-1,2.691964261E-1
3.762786208E0,-2.383908725E-1,1.812081367E-2,1.026484555E-1,2.601831613E-1
3.772820208E0,-1.213972601E-1,2.854588754E-2,-5.383706868E-2,1.358329578E-1
3.782855208E0,2.484635420E-2,8.179563995E-2,-1.446542680E-1,1.680259661E-1
3.792889208E0,5.146657091E-2,1.063819027E-1,-4.964286089E-2,1.281808518E-1
3.802924208E0,-7.517564166E-2,7.292175930E-2,2.156546688E-1,2.397413111E-1
3.812958208E0,-1.583336098E-1,2.649808299E-2,3.945467234E-1,4.259563326E-1
3.822993208E0,-2.109795275E-1,-4.031033926E-2,4.805271059E-1,5.263492985E-1
3.833027208E0,-2.528470534E-1,-1.074258500E-1,3.694639224E-1,4.604080099E-1
3.843062208E0,-3.301961417E-1,-6.640799761E-2,1.945479745E-1,3.889581321E-1
3.853097208E0,-3.344044559E-1,-3.688255526E-2,4.899089634E-2,3.399805449E-1
3.863131208E0,-2.476995302E-1,-4.680688821E-2,-2.839232504E-2,2.536770903E-1
3.873166208E0,-9.292354915E-2,-1.463770039E-2,-1.207911962E-1,1.530998411E-1
3.883200208E0,-3.721869707E-2,8.905101132E-2,-2.065002680E-1,2.279422618E-1
3.893235208E0,-7.170689061E-2,1.026533525E-1,-2.690034950E-1,2.967195128E-1
3.903269208E0,-1.021477146E-1,9.465688314E-2,-3.212343335E-1,3.501222332E-1
3.913304208E0,-1.635537846E-1,5.100135181E-2,-3.027752584E-1,3.478848020E-1
3.923338208E0,-1.229790781E-1,3.689187426E-2,-2.886097938E-1,3.158804792E-1
3.933373208E0,-7.182372529E-2,1.794393539E-2,-3.423568153E-1,3.502696409E-1
3.943407208E0,-1.123102485E-1,6.611041088E-2,-4.748781109E-1,4.924361873E-1
3.953442208E0,-8.290003281E-2,8.396060809E-2,-5.258032662E-1,5.388792758E-1
3.963477208E0,1.099472790E-1,3.980744217E-2,-4.954024225E-1,5.090153209E-1
3.973511208E0,6.189475112E-1,-5.367320046E-2,-2.262001222E-1,6.611681551E-1
3.983546208E0,1.985284811E0,-1.946390083E-1,1.300163484E-1,1.999035862E0
3.993580208E0,4.712784772E0,-2.045912252E-1,7.389646822E-1,4.774753049E0
4.003615208E0,9.713906273E0,-3.686333619E-1,1.563158380E0,9.845777255E0
4.013649208E0,1.707208163E1,-6.354236493E-1,2.271695321E0,1.723427788E1
4.023684208E0,2.532779230E1,-1.101795231E0,2.507743324E0,2.547547433E1
4.033718208E0,3.078144123E1,-8.018079979E-1,1.808390604E0,3.084493956E1
4.043753208E0,3.273093567E1,-2.196236126E-1,1.918615297E0,3.278785551E1
4.053787208E0,3.156765083E1,2.466297090E-2,3.804193241E0,3.179605436E1
4.063822208E0,2.833610523E1,-6.434685409E-2,6.524098692E0,2.907753195E1
4.073857208E0,2.450181228E1,-7.933161597E-1,8.309691002E0,2.588472755E1
4.083891208E0,1.871857219E1,-1.373797909E0,8.395724010E0,2.056113924E1
4.093926208E0,8.559448387E0,-2.819404011E0,4.241736295E0,9.960196909E0
4.103960208E0,-7.007208513E0,-6.086362680E0,-3.829788843E0,1.004052112E1
4.113995208E0,-2.639342865E1,-8.119945346E0,-1.058048761E1,2.957183298E1
4.124029208E0,-4.283410103E1,-1.126858911E1,-1.450199997E1,4.660524986E1
4.134064208E0,-5.351508356E1,-1.337989589E1,-1.520364363E1,5.721919750E1
4.144098208E0,-5.734774163E1,-1.555486131E1,-1.306108582E1,6.083838544E1
4.154133208E0,-5.541526025E1,-1.689423856E1,-1.107013578E1,5.898147397E1
4.164168208E0,-4.923657296E1,-1.751708163E1,-1.018368152E1,5.324279890E1
4.174202208E0,-3.987256582E1,-1.689526183E1,-9.424967281E0,4.431818347E1
4.184237208E0,-2.868785502E1,-1.493845485E1,-8.450170943E0,3.342986461E1
4.194271208E0,-1.710645273E1,-1.204823112E1,-6.780506115E0,2.199467802E1
4.204306208E0,-6.286447967E0,-8.708113845E0,-4.774100137E0,1.175341256E1
4.214340208E0,2.776070881E0,-5.846830906E0,-2.801673499E0,7.052756594E0
4.224375208E0,9.923679228E0,-3.447021043E0,-9.365602255E-1,1.054696679E1
4.234409208E0,1.545841149E1,-1.681416416E0,3.404506230E-1,1.555331327E1
4.244444208E0,1.863154691E1,-4.730658395E-1,1.377717444E0,1.868840380E1
4.254478208E0,1.934397751E1,2.287058734E-1,2.443636791E0,1.949905467E1
4.264513208E0,1.859395633E1,3.410885543E-1,3.005026211E0,1.883830501E1
4.274548208E0,1.640988328E1,4.390071605E-1,3.098811457E0,1.670567655E1
4.284582208E0,1.360771043E1,3.161748109E-1,2.442309473E0,1.382876080E1
4.294617208E0,1.163527385E1,8.526366010E-2,1.715119328E0,1.176131378E1
4.304651208E0,1.053733632E1,-2.272838671E-1,1.445484334E0,1.063844630E1
4.314686208E0,1.015486995E1,-1.336457882E-1,9.926461333E-1,1.020414579E1
4.324720208E0,9.635489264E0,1.635542597E-1,6.561084670E-1,9.659186388E0
4.334755208E0,8.513776955E0,5.977400254E-1,3.048299700E-1,8.540176373E0
4.344794083E0,7.435749779E0,1.009024988E0,-2.415344453E-1,7.507785631E0
4.354829083E0,6.378781350E0,1.316731715E0,-5.638499290E-1,6.537626531E0
4.364863083E0,5.109714528E0,1.242266985E0,-3.974902117E-1,5.273557461E0
4.374898083E0,3.639581549E0,1.024005774E0,-6.279558778E-2,3.781413091E0
4.384933083E0,2.170038700E0,6.873673895E-1,1.797960341E-1,2.283389695E0
4.394967083E0,1.200968540E0,3.225336945E-1,4.429757023E-1,1.320068517E0
4.405002083E0,7.200650925E-1,3.376598932E-2,6.760895723E-1,9.882970147E-1
4.415036083E0,7.474210717E-1,-2.337005285E-1,7.105384433E-1,1.057411497E0
4.425071083E0,9.340264808E-1,-2.535756896E-1,5.356523162E-1,1.106177879E0
4.435105083E0,9.227438396E-1,-2.998025340E-1,3.228446567E-1,1.022529425E0
4.445140083E0,6.079651611E-1,-3.942793229E-1,2.969695580E-1,7.831147680E-1
4.455174083E0,1.840290528E-1,-6.216938022E-1,3.067250526E-1,7.172517925E-1
4.465209083E0,-3.746511336E-1,-6.140308799E-1,2.235560113E-1,7.532427786E-1
4.475243083E0,-9.608766758E-1,-5.184906652E-1,-4.463413596E-2,1.092752837E0
4.485278083E0,-1.400540296E0,-3.657935886E-1,-4.577808523E-1,1.518183579E0
4.495313083E0,-1.705468499E0,-1.391161143E-1,-6.554845691E-1,1.832385362E0
4.505347083E0,-1.916190603E0,1.988418773E-3,-6.698868459E-1,2.029911024E0
4.515382083E0,-1.750793337E0,-2.127019711E-2,-6.127086782E-1,1.855031443E0
4.525416083E0,-1.284542939E0,-3.880839055E-2,-6.514915055E-1,1.440832341E0
4.535451083E0,-8.396714236E-1,-8.312970048E-2,-7.322783911E-1,1.117224368E0
4.545485083E0,-4.656464903E-1,-1.543783704E-1,-7.293419194E-1,8.789760921E-1
4.555520083E0,-2.082175587E-1,-1.946829721E-1,-6.282611024E-1,6.899043587E-1
4.565554083E0,-1.714315921E-2,-2.012578372E-1,-3.797830886E-1,4.301555524E-1
4.575589083E0,2.332052328E-1,-2.642332999E-1,-1.844784844E-1,3.977891760E-1
4.585624083E0,4.204538356E-1,-2.871952427E-1,-8.538104296E-2,5.162871854E-1
4.595658083E0,2.881210031E-1,-2.377966492E-1,-3.217898190E-2,3.749619256E-1
4.605693083E0,1.099236709E-1,-1.417350091E-1,-6.521808922E-2,1.908544612E-1
4.615727083E0,1.067120511E-1,-4.796997249E-2,-2.154131788E-1,2.451355089E-1
4.625762083E0,1.705258949E-1,8.672363676E-2,-4.334546810E-1,4.737964020E-1
4.635796083E0,1.721441119E-1,1.170213136E-1,-5.565572816E-1,5.942083732E-1
4.645831083E0,2.375271291E-1,1.326242065E-1,-4.908883721E-1,5.612305329E-1
4.655865083E0,2.618981047E-1,1.736310588E-1,-4.668913990E-1,5.627840974E-1
4.665900083E0,1.851502564E-1,1.839913382E-1,-4.710902846E-1,5.385717094E-1
4.675934083E0,6.235967785E-2,9.726221971E-2,-3.962582034E-1,4.127580799E-1
4.685969083E0,-5.855474845E-3,2.335677601E-2,-1.790166003E-1,1.806288148E-1
4.696004083E0,-4.042867228E-2,-2.697287690E-2,-2.780351043E-3,4.868001626E-2
4.706038083E0,-8.833173070E-2,-5.160895061E-2,1.201076567E-2,1.030060043E-1
4.716073083E0,-1.025517572E-1,-4.974116720E-2,1.743815124E-2,1.153045347E-1
4.726107083E0,-1.079778271E-1,-4.444132403E-2,6.954502881E-2,1.359071501E-1
4.736142083E0,-5.485320512E-2,-5.994558178E-2,1.244568157E-1,1.486332596E-1
4.746176083E0,-1.020775114E-1,-3.145619296E-2,1.022964531E-1,1.478981904E-1
4.756211083E0,-2.272826246E-1,1.040501062E-2,5.149876714E-2,2.332761855E-1
4.766245083E0,-3.502509950E-1,1.433627643E-3,5.643615603E-2,3.547715526E-1
4.776280083E0,-4.066633602E-1,-3.448216360E-2,1.213121831E-1,4.257707762E-1
4.786315083E0,-4.539068527E-1,-7.217843201E-2,1.354501659E-1,4.791533203E-1
4.796349083E0,-4.803122573E-1,-1.215690952E-1,1.077577525E-1,5.070410660E-1
4.806384083E0,-4.680401942E-1,-6.678236559E-2,5.162740588E-2,4.755911025E-1
4.816418083E0,-4.158086613E-1,-4.690577924E-2,1.640553296E-2,4.187674014E-1
4.826453083E0,-3.590151673E-1,-4.310318872E-2,4.072293341E-2,3.638792829E-1
4.836487083E0,-3.657725751E-1,-5.360924654E-2,9.005881548E-2,3.804919425E-1
4.846522083E0,-4.074923126E-1,-7.638649039E-2,9.943307161E-2,4.263470611E-1
4.856556083E0,-4.602803543E-1,-1.396303769E-1,6.024152398E-2,4.847511608E-1
4.866591083E0,-4.948048371E-1,-1.446751353E-1,5.359674811E-2,5.183004274E-1
4.876625083E0,-4.235380226E-1,-1.509732078E-1,-2.961263895E-2,4.506154396E-1
4.886660083E0,-1.508347384E-1,-1.602400944E-1,-8.704691470E-2,2.366541179E-1
4.896695083E0,5.549361411E-1,-6.903727122E-2,-1.424674094E-2,5.593954193E-1
4.906729083E0,2.304976211E0,6.724714614E-2,3.113642335E-1,2.326883151E0
4.916764083E0,5.527106908E0,1.462603520E-1,8.632145065E-1,5.596020206E0
4.926798083E0,1.043295534E1,1.362473606E-1,1.937945023E0,1.061229246E1
4.936833083E0,1.671725036E1,9.930552922E-2,3.138049198E0,1.700951716E1
4.946867083E0,2.266514571E1,-5.633355567E-1,2.968950060E0,2.286571323E1
4.956902083E0,2.698716896E1,-4.380146322E-1,2.684979447E0,2.712394255E1
4.966936083E0,2.891942347E1,-1.758803000E-1,3.400845873E0,2.911923317E1
4.976971083E0,2.840244540E1,-4.254173177E-1,4.264063303E0,2.872389460E1
4.987006083E0,2.611530934E1,-3.052267036E-1,4.350843000E0,2.647701607E1
4.997040083E0,2.355722500E1,-1.853117126E-1,2.869881270E0,2.373211766E1
5.007075083E0,2.021430398E1,-4.450815770E-1,1.678946114E-1,2.021990039E1
5.017109083E0,1.481771102E1,-1.180166778E0,-2.373420501E0,1.505292259E1
5.027144083E0,6.378152189E0,-3.113362546E0,-5.496961003E0,8.977217384E0
5.037178083E0,-6.359999508E0,-6.530907190E0,-8.306691965E0,1.233302371E1
5.047213083E0,-2.162516227E1,-9.824836725E0,-9.571185679E0,2.560825366E1
5.057247083E0,-3.607962672E1,-1.250413385E1,-9.491934273E0,3.934704110E1
5.067282083E0,-4.592264711E1,-1.400247935E1,-8.631910007E0,4.877979926E1
5.077317083E0,-4.894433847E1,-1.504933093E1,-7.500185511E0,5.175213438E1
5.087351083E0,-4.744515448E1,-1.545810276E1,-5.593669857E0,5.021239655E1
5.097386083E0,-4.327976177E1,-1.535562562E1,-4.026699677E0,4.609932025E1
5.107420083E0,-3.638613542E1,-1.445300615E1,-2.883411142E0,3.925753810E1
5.117455083E0,-2.850502662E1,-1.252034116E1,-2.191327681E0,3.121053351E1
5.127489083E0,-2.119612867E1,-1.011583978E1,-1.974470240E0,2.356914547E1
5.137524083E0,-1.459554606E1,-7.913261476E0,-1.871293196E0,1.670782482E1
5.147558083E0,-8.916025046E0,-6.022745558E0,-1.441908762E0,1.085578498E1
5.157593083E0,-3.831141596E0,-4.435913849E0,-9.434903455E-1,5.936762723E0
5.167628083E0,1.062087813E0,-3.060976464E0,-1.077695054E0,3.414532774E0
5.177662083E0,5.666596915E0,-1.716773213E0,-1.613920398E0,6.136967485E0
5.187697083E0,9.371806735E0,-4.672381389E-1,-2.128284171E0,9.621780837E0
5.197731083E0,1.258708830E1,2.269900811E-1,-2.315312042E0,1.280027289E1
5.207766083E0,1.515571985E1,8.697245041E-1,-1.608933892E0,1.526567827E1
5.217800083E0,1.672652521E1,1.256778898E0,-3.420767337E-1,1.677716172E1
5.227835083E0,1.734579447E1,1.347483538E0,6.660493183E-1,1.741079893E1
5.237869083E0,1.698185324E1,1.281796502E0,1.502246180E0,1.709628864E1
5.247904083E0,1.524877244E1,1.100228104E0,1.840455565E0,1.539879344E1
5.257939083E0,1.252864888E1,1.074631625E0,1.415990978E0,1.265412606E1
5.267973083E0,9.938898361E0,1.238739945E0,4.293084204E-1,1.002499292E1
5.278008083E0,7.942325061E0,1.344236579E0,-3.865214199E-1,8.064545751E0
5.288042083E0,6.689569632E0,1.238042665E0,-6.138991714E-1,6.830809886E0
5.298077083E0,6.067441090E0,1.143933117E0,-3.001399183E-1,6.181626673E0
5.308111083E0,5.534536965E0,9.211935966E-1,4.492445022E-1,5.628633731E0
5.318146083E0,4.752856033E0,5.674977876E-1,1.298612217E0,4.959645945E0
5.328180083E0,4.070250909E0,4.463800974E-1,1.473560325E0,4.351732722E0
5.338214292E0,3.272880728E0,4.931160881E-1,1.091357074E0,3.485107172E0
5.348249292E0,2.368806463E0,5.111085554E-1,5.747777903E-1,2.490551249E0
5.358283292E0,1.543900867E0,3.736533793E-1,4.362046266E-1,1.647276908E0
5.368318292E0,5.925747413E-1,-4.553950422E-2,7.538306433E-1,9.599371382E-1
5.378352292E0,-3.368439873E-1,-5.570764413E-1,1.083963270E0,1.264426512E0
5.388387292E0,-7.258461615E-1,-7.892798998E-1,1.123522022E0,1.553099207E0
5.398421292E0,-7.972916816E-1,-8.579927967E-1,6.945375377E-1,1.361693084E0
5.408456292E0,-9.854696263E-1,-8.096747687E-1,3.045130509E-1,1.311278694E0
5.418490292E0,-1.365075179E0,-7.656108825E-1,2.390575647E-2,1.565299253E0
5.428525292E0,-1.735199252E0,-7.300644891E-1,6.852059662E-2,1.883774316E0
5.438560292E0,-1.858576964E0,-6.720449071E-1,1.349397039E-1,1.980949624E0
5.448594292E0,-1.646493190E0,-6.170870733E-1,6.195709705E-3,1.758344297E0
5.458629292E0,-1.182765427E0,-3.341807268E-1,-2.119422716E-1,1.247209020E0
5.468663292E0,-6.619267389E-1,-1.603976038E-1,-3.721606582E-1,7.761301144E-1
5.478698292E0,-1.849186336E-1,-6.825542539E-2,-2.467589325E-1,3.158222204E-1
5.488732292E0,4.224218622E-2,-1.355398475E-1,-9.599432409E-2,1.713778364E-1
5.498767292E0,4.221316941E-2,-1.237588044E-1,-1.474498218E-1,1.970777595E-1
5.508801292E0,3.468568325E-3,-6.479957476E-2,-3.069109941E-1,3.136963088E-1
5.518836292E0,-9.817950167E-2,7.645387955E-2,-4.725146663E-1,4.886251325E-1
5.528871292E0,-2.397180808E-1,2.563195686E-1,-5.944139099E-1,6.902842717E-1
5.538905292E0,-3.090489554E-1,3.254597508E-1,-7.151355243E-1,8.443068899E-1
5.548940292E0,-2.492844911E-1,3.270437615E-1,-6.658955365E-1,7.826348095E-1
5.558974292E0,-6.610218823E-2,2.326386376E-1,-6.073649079E-1,6.537448786E-1
5.569009292E0,6.118248716E-2,2.134141620E-1,-6.519820869E-1,6.887449041E-1
5.579043292E0,1.662340752E-1,1.997253916E-1,-7.667863190E-1,8.096204412E-1
5.589078292E0,2.671916621E-1,1.865878674E-1,-7.872065502E-1,8.519979867E-1
5.599112292E0,3.641129161E-1,1.960398915E-1,-7.776130235E-1,8.807337106E-1
5.609147292E0,2.765129279E-1,2.037281030E-1,-6.534240103E-1,7.381920322E-1
5.619182292E0,9.522095673E-2,1.673994253E-1,-4.324998307E-1,4.734402832E-1
5.629216292E0,-9.812855780E-2,5.445994332E-2,-9.509268343E-2,1.470976469E-1
5.639251292E0,-1.982045308E-1,-1.175660183E-1,1.603359157E-1,2.807390435E-1
5.649285292E0,-1.109588107E-1,-1.368827337E-1,1.982340592E-1,2.652272284E-1
5.659320292E0,1.659892961E-2,-1.000934415E-1,4.527499080E-3,1.015614088E-1
5.669354292E0,1.024212912E-2,5.397067755E-2,-2.115586942E-1,2.185745098E-1
5.679389292E0,-1.156248157E-1,1.199510244E-1,-3.788340855E-1,4.138509521E-1
5.689424292E0,-1.093665408E-1,9.579873472E-2,-4.139548016E-1,4.387448183E-1
5.699458292E0,-5.905344285E-2,-6.200460568E-2,-2.864229351E-1,2.989481193E-1
5.709493292E0,-8.430851743E-2,-1.221337900E-1,-4.514518261E-2,1.551214888E-1
5.719527292E0,-3.763333775E-2,-1.820953055E-1,1.558587027E-1,2.426250267E-1
5.729562292E0,1.538775198E-2,-1.934989840E-1,1.986573976E-1,2.777470096E-1
5.739596292E0,1.074449265E-1,-1.220075633E-1,1.422498930E-1,2.160215030E-1
5.749631292E0,2.565707796E-1,-9.760954432E-2,3.075635433E-4,2.745109883E-1
5.759665292E0,4.281090103E-1,-1.122304340E-1,-3.563702524E-2,4.440078745E-1
5.769700292E0,7.106900324E-1,-1.119978610E-1,1.441011214E-1,7.337499412E-1
5.779735292E0,1.399741274E0,-3.059847951E-3,4.487229306E-1,1.469910632E0
5.789769292E0,2.580556654E0,-1.197903722E-1,5.735463667E-1,2.646238427E0
5.799804292E0,4.563490739E0,-3.680219259E-1,9.304726893E-1,4.671901892E0
5.809838292E0,8.406831381E0,-5.242628172E-1,1.511170785E0,8.557645851E0
5.819873292E0,1.386325130E1,-6.571631585E-1,2.692872019E0,1.413765043E1
5.829907292E0,1.973534919E1,-1.349188586E0,3.968774235E0,2.017561614E1
5.839942292E0,2.485889239E1,-1.720498328E0,4.942896389E0,2.540387510E1
5.849977292E0,2.848067881E1,-1.531256848E0,5.949766459E0,2.913577756E1
5.860011292E0,3.022439570E1,-5.977876072E-1,6.619462101E0,3.094654624E1
5.870046292E0,2.936452990E1,1.491273149E-1,6.072601258E0,2.998623586E1
5.880080292E0,2.569075237E1,-1.515697700E-1,4.341968681E0,2.605552576E1
5.890115292E0,1.878662910E1,-6.613906954E-1,1.003672813E0,1.882504262E1
5.900149292E0,9.127804765E0,-1.391607504E0,-3.906772699E0,1.002577998E1
5.910184292E0,-3.670615061E0,-3.338592322E0,-1.013416028E1,1.128365270E1
5.920218292E0,-1.875522604E1,-5.649535325E0,-1.352358069E1,2.380258364E1
5.930253292E0,-3.249109458E1,-8.524449878E0,-1.365030389E1,3.625835447E1
5.940288292E0,-4.192754404E1,-1.084698498E1,-1.148619324E1,4.480523036E1
5.950322292E0,-4.534249105E1,-1.318348207E1,-9.038296173E0,4.807740106E1
5.960357292E0,-4.436332568E1,-1.450440317E1,-6.832118318E0,4.717160393E1
5.970391292E0,-4.053433966E1,-1.507403892E1,-4.960159124E0,4.353001860E1
5.980426292E0,-3.440580276E1,-1.416990502E1,-3.306967072E0,3.735614412E1
5.990461292E0,-2.689354100E1,-1.238516640E1,-2.189867046E0,2.968923057E1
6.000495292E0,-1.965502716E1,-9.828947318E0,-1.621397232E0,2.203536310E1
6.010530292E0,-1.339719547E1,-7.009929222E0,-1.574059344E0,1.520202674E1
6.020564292E0,-8.146290561E0,-4.468036405E0,-1.997928100E0,9.503531760E0
6.030599292E0,-3.279110937E0,-2.064977683E0,-2.519976869E0,4.622443594E0
6.040633292E0,1.218727119E0,-2.392116023E-1,-2.807137722E0,3.069615639E0
6.050668292E0,5.007791712E0,1.190196288E0,-2.977369466E0,5.946366451E0
6.060702292E0,7.998450730E0,1.804106496E0,-2.951178617E0,8.714325537E0
